X;Y;amenageur;operateur;enseigne;idstation;station;adstation;codeinsee;Xlongitude;Ylatitude;nbrepdc;idpdc;puissmax;typeprise;accesrecharge;accessibilité;observations;date_maj
-0.3621371;43.2209718005406;SDEPA 64;Bouygues Énergies et Services;MObiVE;;;;64139;-0.3621371;43.2209718005406;2;;;type2,typee;Payant;24/7;node/7315510090;2020/03/22
-1.4005476;43.3608328005418;SDEPA 64;Bouygues Énergies et Services;MObiVE;;;;64160;-1.4005476;43.3608328005418;2;;;type2,typee;Payant;24/7;node/7315510101;2020/03/22
-1.4004611;43.3607987005418;SDEPA 64;Bouygues Énergies et Services;MObiVE;;;;64160;-1.4004611;43.3607987005418;2;;;type2,typee;Payant;24/7;node/5028575641;2020/03/22
-0.3877965;43.2315954005408;SDEPA 64;Bouygues Énergies et Services;MObiVE;;;;64230;-0.3877965;43.2315954005408;2;;;type2,typee;Payant;24/7;node/7315510097;2020/03/22
-1.2441138;43.3067382005415;SDEPA 64;Bouygues Énergies et Services;MObiVE;;;;64259;-1.2441138;43.3067382005415;2;;;type2,typee;Payant;24/7;node/7315510087;2020/03/22
-1.7725509;43.3470953005418;SDEPA 64;Bouygues Énergies et Services;MObiVE;;;;64260;-1.7725509;43.3470953005418;2;;;type2,typee;Payant;24/7;node/5997649684;2020/03/22
-1.4286317;43.3880752005419;SDEPA 64;Bouygues Énergies et Services;MObiVE;;;;64282;-1.4286317;43.3880752005419;2;;;type2,typee;Payant;24/7;node/7315467166;2020/03/22
-0.8505821;43.3811044005419;SDEPA 64;Bouygues Énergies et Services;MObiVE;;;;64287;-0.8505821;43.3811044005419;2;;;type2,typee;Payant;24/7;node/7315510091;2020/03/22
-0.6169537;43.411974600542;SDEPA 64;Bouygues Énergies et Services;MObiVE;;;;64300;-0.6169537;43.411974600542;2;;;type2,typee;Payant;24/7;node/7315467183;2020/03/22
-1.3868254;43.4872223005419;SDEPA 64;Bouygues Énergies et Services;MObiVE;;;;64304;-1.3868254;43.4872223005419;2;;;type2,typee;Payant;24/7;node/7315467169;2020/03/22
-0.4784524;43.2226126005407;SDEPA 64;Bouygues Énergies et Services;MObiVE;;;;64324;-0.4784524;43.2226126005407;2;;;type2,typee;Payant;24/7;node/7315510098;2020/03/22
-0.1123698;43.449074200542;SDEPA 64;Bouygues Énergies et Services;MObiVE;;;;64331;-0.1123698;43.449074200542;2;;;type2,typee;Payant;24/7;node/7315467173;2020/03/22
-0.3977595;43.3236128005416;SDEPA 64;Bouygues Énergies et Services;MObiVE;;;;64348;-0.3977595;43.3236128005416;2;;;type2,typee;Payant;24/7;node/7315467162;2020/03/22
-0.3920196;43.3245562005416;SDEPA 64;Bouygues Énergies et Services;MObiVE;;;;64348;-0.3920196;43.3245562005416;2;;;type2,typee;Payant;24/7;node/7315467163;2020/03/22
-1.4209083;43.468160000542;SDEPA 64;Bouygues Énergies et Services;MObiVE;;;;64407;-1.4209083;43.468160000542;2;;;type2,typee;Payant;24/7;node/7315467181;2020/03/22
-0.7609575;43.3237952005416;SDEPA 64;Bouygues Énergies et Services;MObiVE;;;;64416;-0.7609575;43.3237952005416;2;;;type2,typee;Payant;24/7;node/7315510088;2020/03/22
-0.260869;43.1783902005401;SDEPA 64;Bouygues Énergies et Services;MObiVE;;;;64417;-0.260869;43.1783902005401;2;;;type2,typee;Payant;24/7;node/7315467180;2020/03/22
-0.7734753;43.4872719005419;SDEPA 64;Bouygues Énergies et Services;MObiVE;;;;64430;-0.7734753;43.4872719005419;2;;;type2,typee;Payant;24/7;node/7315467164;2020/03/22
-0.4787381;43.3461322005418;SDEPA 64;Bouygues Énergies et Services;MObiVE;;;;64448;-0.4787381;43.3461322005418;2;;;type2,typee;Payant;24/7;node/7315510089;2020/03/22
-0.1132415;43.1847907005402;SDEPA 64;Bouygues Énergies et Services;MObiVE;;;;64453;-0.1132415;43.1847907005402;2;;;type2,typee;Payant;24/7;node/7315467174;2020/03/22
-0.3061004;43.3780554005419;SDEPA 64;Bouygues Énergies et Services;MObiVE;;;;64472;-0.3061004;43.3780554005419;2;;;type2,typee;Payant;24/7;node/7315510093;2020/03/22
-1.6580974;43.3870577005419;SDEPA 64;Bouygues Énergies et Services;MObiVE;;;;64483;-1.6580974;43.3870577005419;2;;;type2,typee;Payant;24/7;node/7315510092;2020/06/26
-1.5495846;43.3536931005418;SDEPA 64;Bouygues Énergies et Services;MObiVE;;;;64495;-1.5495846;43.3536931005418;2;;;type2,typee;Payant;24/7;node/7315467167;2020/03/22
-0.9301995;43.472866800542;SDEPA 64;Bouygues Énergies et Services;MObiVE;;;;64499;-0.9301995;43.472866800542;2;;;type2,typee;Payant;24/7;node/7315467165;2020/03/22
-0.9404549;43.399998300542;SDEPA 64;Bouygues Énergies et Services;MObiVE;;;;64513;-0.9404549;43.399998300542;2;;;type2,typee;Payant;24/7;node/7315467182;2020/03/22
-1.3364589;43.4857433005419;SDEPA 64;Bouygues Énergies et Services;MObiVE;;;;64540;-1.3364589;43.4857433005419;2;;;type2,typee;Payant;24/7;node/7315510086;2020/03/22
-1.6988703;43.3607879005418;SDEPA 64;Bouygues Énergies et Services;MObiVE;;;;64545;-1.6988703;43.3607879005418;2;;;type2,typee;Payant;24/7;node/7315467184;2020/03/22
-1.4555302;43.3971106005419;SDEPA 64;Bouygues Énergies et Services;MObiVE;;;;64547;-1.4555302;43.397110600542;2;;;type2,typee;Payant;24/7;node/7315510085;2020/03/22
-0.4329729;43.3996144005419;SDEPA 64;Bouygues Énergies et Services;MObiVE;;;;64549;-0.4329729;43.399614400542;2;;;type2,typee;Payant;24/7;node/7315467177;2020/03/22
2.5319853;48.2791097998703;SDESM;Izivia;Ecocharge77;FR*S77*P77003A;Amponville;;77003;2.5319853;48.2791097998703;2;;;type2,typee;Payant;;node/7299815009;2020/03/16
3.0216445;48.9787075996976;SDESM;Izivia;Ecocharge77;FR*S77*P77008A;Armentières-en-Brie;;77008;3.0216445;48.9787075996976;2;;;type2,typee;Payant;;node/7294465769;2020/03/14
3.1467101;48.3988171998411;SDESM;Izivia;Ecocharge77;FR*S77*P77019A;Balloy;;77019;3.1467101;48.3988171998411;2;;;type2,typee;Payant;;node/7297087773;2020/03/15
2.6033823;48.4449413998297;SDESM;Izivia;Ecocharge77;FR*S77*P77022A;Barbizon;;77022;2.6033823;48.4449413998297;2;;;type2,typee;Payant;;node/7299815004;2020/03/16
3.188342;48.3986417998411;SDESM;Izivia;Ecocharge77;FR*S77*P77025A;Bazoches-lès-Bray;;77025;3.188342;48.3986417998411;2;;;type2,typee;Payant;;node/7297087774;2020/03/15
2.4784171;48.1393339999042;SDESM;Izivia;Ecocharge77;FR*S77*P77027A;Beaumont-du-Gâtinais;;77027;2.4784171;48.1393339999043;2;;;type2,typee;Payant;;node/7299815010;2020/03/16
3.3181776;48.8572100997277;SDESM;Izivia;Ecocharge77;FR*S77*P77030A;Bellot;;77030;3.3181776;48.8572100997277;2;;;type2,typee;Payant;;node/7294465752;2020/03/14
2.9382506;48.6750918997729;SDESM;Izivia;Ecocharge77;FR*S77*P77031A;Bernay-Vilbert;;77031;2.9382506;48.6750918997729;2;;;type2,typee;Payant;;node/7294465740;2020/03/14
3.2446243;48.7020926997662;SDESM;Izivia;Ecocharge77;FR*S77*P77032A;;;77032;3.2446243;48.7020926997662;2;;;type2,typee;Payant;;node/6709448904;2020/04/19
3.2428272;48.6780147997721;SDESM;Izivia;Ecocharge77;FR*S77*P77033A;Bezalles;;77033;3.2428272;48.6780147997722;2;;;type2,typee;Payant;;node/7299924347;2020/03/16
3.2265338;48.6845988997705;SDESM;Izivia;Ecocharge77;FR*S77*P77036A;Boisdon;;77036;3.2265338;48.6845988997705;2;;;type2,typee;Payant;;node/7299924346;2020/03/16
2.5883886;48.5266669998096;SDESM;Izivia;Ecocharge77;FR*S77*P77039A;Boissise-la-Bertrand;;77039;2.5883886;48.5266669998096;2;;;type2,typee;Payant;;node/7299815000;2020/03/16
2.5705934;48.5254457998099;SDESM;Izivia;Ecocharge77;FR*S77*P77040A;Boissise-le-Roi - Centre;;77040;2.5705934;48.5254457998099;2;;;type2,typee;Payant;;node/7299815001;2020/03/16
2.5618366;48.5031359998154;SDESM;Izivia;Ecocharge77;FR*S77*P77040B;Boissise-le-Roi - Orgenoy;;77040;2.5618366;48.5031359998154;2;;;type2,typee;Payant;;node/7299815002;2020/03/16
3.136526;48.8208609997367;SDESM;Izivia;Ecocharge77;FR*S77*P77042A;Boissy-le-Châtel;;77042;3.136526;48.8208609997368;2;;;type2,typee;Payant;;node/7294465744;2020/03/14
3.2598978;48.8959168997181;SDESM;Izivia;Ecocharge77;FR*S77*P77043A;Boitron;;77043;3.2598978;48.8959168997181;2;;;type2,typee;Payant;;node/7294465753;2020/03/14
2.6575761;48.1955722998906;SDESM;Izivia;Ecocharge77;FR*S77*P77045A;Bougligny;;77045;2.6575761;48.1955722998907;2;;;type2,typee;Payant;;node/7299815013;2020/03/16
3.2379322;48.4169357998366;SDESM;Izivia;Ecocharge77;FR*S77*P77051A;Bray-sur-Seine;;77051;3.2379322;48.4169357998366;2;;;type2,typee;Payant;;node/7297087775;2020/03/15
3.0214172;48.3433353998547;SDESM;Izivia;Ecocharge77;FR*S77*P77054A;La-Brosse-Montceaux;;77054;3.0214172;48.3433353998547;2;;;type2,typee;Payant;;node/7297087759;2020/03/15
3.3435714;48.6938527997682;SDESM;Izivia;Ecocharge77;FR*S77*P77066A;;;77066;3.3435714;48.6938527997683;2;;;type2,typee;Payant;;node/6709627085;2020/04/19
3.1247775;48.7910282997441;SDESM;Izivia;Ecocharge77;FR*S77*P77070A;Chailly-en-Brie;;77070;3.1247775;48.7910282997442;2;;;type2,typee;Payant;;node/7299924340;2020/03/16
3.3144097;48.529090599809;SDESM;Izivia;Ecocharge77;FR*S77*P77073A;Chalautre-la-Petite;;77073;3.3144097;48.529090599809;2;;;type2,typee;Payant;;node/7297087780;2020/03/15
2.9717314;48.5119092998132;SDESM;Izivia;Ecocharge77;FR*S77*P77089A;La Chapelle-Rablais;;77089;2.9717314;48.5119092998133;2;;;type2,typee;Payant;;node/7297087764;2020/03/15
2.7603113;48.9710099996995;SDESM;Izivia;Ecocharge77;FR*S77*P77095A;Charny;;77095;2.7603113;48.9710099996995;2;;;type2,typee;Payant;;node/7294482297;2020/03/14
2.7008472;48.4886784998189;SDESM;Izivia;Ecocharge77;FR*S77*P77096A;Chartrettes;;77096;2.7008472;48.488678499819;2;;;type2,typee;Payant;;node/7299814999;2020/03/16
2.7948197;48.5051568998149;SDESM;Izivia;Ecocharge77;FR*S77*P77100A;Le Châtelet-en-Brie;;77100;2.7948197;48.5051568998149;2;;;type2,typee;Payant;;node/7299814994;2020/03/16
3.0967479;48.419575599836;SDESM;Izivia;Ecocharge77;FR*S77*P77101A;Chatenay-sur-Seine;;77101;3.0967479;48.419575599836;2;;;type2,typee;Payant;;node/7297087770;2020/03/15
2.62648;48.2336237998814;SDESM;Izivia;Ecocharge77;FR*S77*P77102A;Chatenoy;;77102;2.62648;48.2336237998814;2;;;type2,typee;Payant;;node/7299815011;2020/03/16
2.8350569;48.5296423998089;SDESM;Izivia;Ecocharge77;FR*S77*P77103A;Chatillon-la-Borde;;77103;2.8350569;48.5296423998089;2;;;type2,typee;Payant;;node/7299814993;2020/03/16
3.1840649;48.8177289997375;SDESM;Izivia;Ecocharge77;FR*S77*P77106A;Chauffry;;77106;3.1840649;48.8177289997375;2;;;type2,typee;Payant;;node/7299924341;2020/03/16
2.8415322;48.6643069997756;SDESM;Izivia;Ecocharge77;FR*S77*P77107A;;;77107;2.8415322;48.6643069997756;2;;;type2,typee;Payant;;node/6817271763;2020/04/19
3.1951084;48.6163798997874;SDESM;Izivia;Ecocharge77;FR*S77*P77109A;Chenoise;;77109;3.1951084;48.6163798997874;2;;;type2,typee;Payant;;node/7299924348;2020/03/16
3.2198794;48.7588230997521;SDESM;Izivia;Ecocharge77;FR*S77*P77116A;Choisy-en-Brie;;77116;3.2198794;48.7588230997522;2;;;type2,typee;Payant;;node/7299924343;2020/03/16
2.9745382;49.0068947996906;SDESM;Izivia;Ecocharge77;FR*S77*P77126A;Congis-sur-Thérouanne;;77126;2.9745382;49.0068947996906;2;;;type2,typee;Payant;;node/7294465770;2020/03/14
2.9606541;48.6477449997796;SDESM;Izivia;Ecocharge77;FR*S77*P77135A;Courpalay;;77135;2.9606541;48.6477449997797;2;;;type2,typee;Payant;;node/7299924349;2020/03/16
2.9985145;48.4699702998236;SDESM;Izivia;Ecocharge77;FR*S77*P77140A;Coutençon;;77140;2.9985145;48.4699702998236;2;;;type2,typee;Payant;;node/7297087763;2020/03/15
2.9090389;48.8578964997275;SDESM;Izivia;Ecocharge77;FR*S77*P77142A;Crécy-la-Chapelle - Mairie;;77142;2.9090389;48.8578964997276;2;;;type2,typee;Payant;;node/7294465783;2020/03/14
2.90673;48.8581112997275;SDESM;Izivia;Ecocharge77;FR*S77*P77142B;Crécy-la-Chapelle - Champs de Foire;;77142;2.90673;48.8581112997275;2;;;type2,typee;Payant;;node/7294465784;2020/03/14
2.9076796;48.7539544997533;SDESM;Izivia;Ecocharge77;FR*S77*P77144A;;;77144;2.9076796;48.7539544997533;2;;;type2,typee;Payant;;node/4857717458;2020/04/19
2.6351535;48.5153287998124;SDESM;Izivia;Ecocharge77;FR*S77*P77152A;;;77152;2.6351535;48.5153287998124;2;;;type2,typee;Payant;;node/4924280421;2020/04/19
2.684942;49.053847999679;SDESM;Izivia;Ecocharge77;FR*S77*P77153A;Dammartin-en-Goële;;77153;2.684942;49.053847999679;2;;;type2,typee;Payant;;node/7299924335;2020/03/16
3.1395391;48.476562999822;SDESM;Izivia;Ecocharge77;FR*S77*P77159A;;;77159;3.1395391;48.476562999822;2;;;type2,typee;Payant;24/7;node/6788631303;2020/04/19
2.9451846;48.4635179998252;SDESM;Izivia;Ecocharge77;FR*S77*P77164A;Échouboulains;;77164;2.9451846;48.4635179998252;2;;;type2,typee;Payant;;node/7297087762;2020/03/15
2.674363;48.2306559998821;SDESM;Izivia;Ecocharge77;FR*S77*P77178A;Faÿ-les-Nemours;;77178;2.674363;48.2306559998821;2;;;type2,typee;Payant;;node/7299815012;2020/03/16
2.9226495;48.3121902998623;SDESM;Izivia;Ecocharge77;FR*S77*P77184A;Flagy;;77184;2.9226495;48.3121902998623;2;;;type2,typee;Payant;;node/7297087758;2020/03/15
3.3915957;48.4139154998374;SDESM;Izivia;Ecocharge77;FR*S77*P77187A;Fontaine-Fourches;;77187;3.3915957;48.4139154998374;2;;;type2,typee;Payant;;node/7297087776;2020/03/15
2.9521161;48.5558189998024;SDESM;Izivia;Ecocharge77;FR*S77*P77191A;Fontenailles;;77191;2.9521161;48.5558189998024;2;;;type2,typee;Payant;;node/7299814991;2020/03/16
2.9614039;48.4189862998361;SDESM;Izivia;Ecocharge77;FR*S77*P77194A;Forges;;77194;2.9614039;48.4189862998361;2;;;type2,typee;Payant;;node/7297087761;2020/03/15
2.7442616;48.9398503997072;SDESM;Izivia;Ecocharge77;FR*S77*P77196A;Fresnes-sur-Marne;;77196;2.7442616;48.9398503997072;2;;;type2,typee;Payant;;node/7294482298;2020/03/14
3.2935359;48.4825867998205;SDESM;Izivia;Ecocharge77;FR*S77*P77208A;Gouaix;;77208;3.2935359;48.4825867998205;2;;;type2,typee;Payant;;node/7297087778;2020/03/15
3.1204847;48.3984670998411;SDESM;Izivia;Ecocharge77;FR*S77*P77212A;Gravon;;77212;3.1204847;48.3984670998411;2;;;type2,typee;Payant;;node/7297087771;2020/03/15
2.9579865;48.8222939997364;SDESM;Izivia;Ecocharge77;FR*S77*P77219A;Guérard;;77219;2.9579865;48.8222939997364;2;;;type2,typee;Payant;;node/7294465782;2020/03/14
3.3492939;48.4834203998203;SDESM;Izivia;Ecocharge77;FR*S77*P77227A;Hermé;;77227;3.3492939;48.4834203998203;2;;;type2,typee;Payant;;node/7297087779;2020/03/15
2.8259562;48.912487599714;SDESM;Izivia;Ecocharge77;FR*S77*P77232A;Isles-les-Villenoy;;77232;2.8259562;48.912487599714;2;;;type2,typee;Payant;;node/7294482299;2020/03/14
3.1238007;48.9276744997102;SDESM;Izivia;Ecocharge77;FR*S77*P77238A;Jouarre;;77238;3.1238007;48.9276744997103;2;;;type2,typee;Payant;;node/7294482293;2020/03/14
2.5979556;48.2832422998693;SDESM;Izivia;Ecocharge77;FR*S77*P77244A;Larchant;;77244;2.5979556;48.2832422998693;2;;;type2,typee;Payant;;node/7299815008;2020/03/16
2.6652095;48.626318799785;SDESM;Izivia;Ecocharge77;FR*S77*P77252A;Limoges-Fourches;;77252;2.6652095;48.626318799785;2;;;type2,typee;Payant;;node/7299814987;2020/03/16
2.6942433;48.626200699785;SDESM;Izivia;Ecocharge77;FR*S77*P77253A;Lissy;;77253;2.6942433;48.626200699785;2;;;type2,typee;Payant;;node/7299814986;2020/03/16
2.688477;48.5110436998134;SDESM;Izivia;Ecocharge77;FR*S77*P77255A;Livry-sur-Seine;;77255;2.688477;48.5110436998134;2;;;type2,typee;Payant;;node/7299814998;2020/03/16
3.0268781;49.0252254996861;SDESM;Izivia;Ecocharge77;FR*S77*P77257A;Lizy-sur-Ourcq;;77257;3.0268781;49.0252254996861;2;;;type2,typee;Payant;;node/7294465768;2020/03/14
3.2465283;48.5140067998127;SDESM;Izivia;Ecocharge77;FR*S77*P77260A;Longueville;;77260;3.2465283;48.5140067998127;2;;;type2,typee;Payant;;node/7297087768;2020/03/15
2.7002349;48.5483729998042;SDESM;Izivia;Ecocharge77;FR*S77*P77269A;;;77269;2.7002349;48.5483729998042;2;;;type2,typee;Payant;;node/5058446600;2020/04/19
2.9914608;48.8625572997264;SDESM;Izivia;Ecocharge77;FR*S77*P77270A;Mainsoncelles-en-Brie;;77270;2.9914608;48.8625572997264;2;;;type2,typee;Payant;;node/7294482285;2020/03/14
2.8597132;48.9267361997105;SDESM;Izivia;Ecocharge77;FR*S77*P77276A;Mareuil-les-Meaux;;77276;2.8597132;48.9267361997105;2;;;type2,typee;Payant;;node/7299924338;2020/03/16
3.1634729;48.7765999997477;SDESM;Izivia;Ecocharge77;FR*S77*P77278A;Marolles-en-Brie;;77278;3.1634729;48.7765999997477;2;;;type2,typee;Payant;;node/7299924342;2020/03/16
3.0349966;48.3862676998441;SDESM;Izivia;Ecocharge77;FR*S77*P77279A;Marolles-sur-Seine;;77279;3.0349966;48.3862676998441;2;;;type2,typee;Payant;;node/7297087760;2020/03/15
2.5817005;49.0338925996839;SDESM;Izivia;Ecocharge77;FR*S77*P77282A;Mauregard;;77282;2.5817005;49.0338925996839;2;;;type2,typee;Payant;;node/7299924333;2020/03/16
2.5912625;49.0176977996879;SDESM;Izivia;Ecocharge77;FR*S77*P77291A;Le Mesnil-Amelot;;77291;2.5912625;49.0176977996879;2;;;type2,typee;Payant;;node/7299924334;2020/03/16
2.8501033;48.3492701998532;SDESM;Izivia;Ecocharge77;FR*S77*P77299A;Montarlot;;77316;2.8501033;48.3492701998532;2;;;type2,typee;Payant;;node/7297087755;2020/03/15
2.985625;48.9417971997067;SDESM;Izivia;Ecocharge77;FR*S77*P77300A;Montceaux-les-Meaux;;77300;2.985625;48.9417971997067;2;;;type2,typee;Payant;;node/7294482296;2020/03/14
3.438183;48.694652999768;SDESM;Izivia;Ecocharge77;FR*S77*P77301A;Montceaux-les-Provins;;77301;3.438183;48.6946529997681;2;;;type2,typee;Payant;;node/7299924345;2020/03/16
2.699979;48.3000279998652;SDESM;Izivia;Ecocharge77;FR*S77*P77302A;Montcourt-Fromonville;;77302;2.699979;48.3000279998652;2;;;type2,typee;Payant;;node/7299815007;2020/03/16
3.4274219;48.8517594997291;SDESM;Izivia;Ecocharge77;FR*S77*P77303A;Montdauphin;;77303;3.4274219;48.8517594997291;2;;;type2,typee;Payant;;node/7294465751;2020/03/14
2.8289177;49.00922079969;SDESM;Izivia;Ecocharge77;FR*S77*P77309A;Monthyon;;77309;2.8289177;49.00922079969;2;;;type2,typee;Payant;;node/7299924337;2020/03/16
2.6030888;49.0645338996763;SDESM;Izivia;Ecocharge77;FR*S77*P77322A;Moussy-le-Neuf;;77322;2.6030888;49.0645338996764;2;;;type2,typee;Payant;;node/7299924332;2020/03/16
2.5653102;48.5803670997963;SDESM;Izivia;Ecocharge77;FR*S77*P77326A;Nandy;;77326;2.5653102;48.5803670997963;2;;;type2,typee;Payant;;node/7299814988;2020/03/16
2.8375842;48.9734246996989;SDESM;Izivia;Ecocharge77;FR*S77*P77335A;Chauconin-Neufmontiers;;77335;2.8375842;48.9734246996989;2;;;type2,typee;Payant;;node/7294465771;2020/03/14
2.8305578;48.7688270997496;SDESM;Izivia;Ecocharge77;FR*S77*P77336A;Neufmoutiers-en-Brie;;77336;2.8305578;48.7688270997497;2;;;type2,typee;Payant;;node/7294465780;2020/03/14
2.4961035;48.3737916998472;SDESM;Izivia;Ecocharge77;FR*S77*P77339A;Noisy-sur-École;;77339;2.4961035;48.3737916998472;2;;;type2,typee;Payant;;node/7299815005;2020/03/16
3.2295336;48.904442699716;SDESM;Izivia;Ecocharge77;FR*S77*P77345A;Orly-sur-Morin;;77345;3.2295336;48.904442699716;2;;;type2,typee;Payant;;node/7294465758;2020/03/14
2.6544004;48.243529799879;SDESM;Izivia;Ecocharge77;FR*S77*P77348A;;;77348;2.6544004;48.243529799879;2;;;type2,typee;Payant;;node/5573935348;2020/04/19
2.7726588;48.6606440997765;SDESM;Izivia;Ecocharge77;FR*S77*P77352A;Ozouer-le-Voulgis;;77352;2.7726588;48.6606440997765;2;;;type2,typee;Payant;;node/7299924351;2020/03/16
2.5524591;48.4742395998225;SDESM;Izivia;Ecocharge77;FR*S77*P77359A;Perthes-en-Gatinais;;77359;2.5524591;48.4742395998225;2;;;type2,typee;Payant;;node/7299815003;2020/03/16
2.9847662;48.7341824997582;SDESM;Izivia;Ecocharge77;FR*S77*P77360A;Pézarches;;77360;2.9847662;48.7341824997583;2;;;type2,typee;Payant;;node/7294465742;2020/03/14
3.0408156;48.8997221997172;SDESM;Izivia;Ecocharge77;FR*S77*P77361A;Pierre-Levée;;77361;3.0408156;48.8997221997172;2;;;type2,typee;Payant;;node/7294482294;2020/03/14
3.0334035;48.7132321997634;SDESM;Izivia;Ecocharge77;FR*S77*P77365A;Le Plessis-Feu-Aussoux;;77365;3.0334035;48.7132321997635;2;;;type2,typee;Payant;;node/7294465741;2020/03/14
3.2817238;48.5395681998064;SDESM;Izivia;Ecocharge77;FR*S77*P77368A;Poigny;;77368;3.2817238;48.5395681998064;2;;;type2,typee;Payant;;node/7297087767;2020/03/15
2.7406505;48.715003399763;SDESM;Izivia;Ecocharge77;FR*S77*P77377A;Presles-en-Brie;;77377;2.7406505;48.715003399763;2;;;type2,typee;Payant;;node/7294465779;2020/03/14
3.2331336;48.8484304997299;SDESM;Izivia;Ecocharge77;FR*S77*P77385A;Rebais;;77385;3.2331336;48.8484304997299;2;;;type2,typee;Payant;;node/7294465750;2020/03/14
3.2384443;48.8500772997295;SDESM;Izivia;Ecocharge77;FR*S77*P77385B;;;77385;3.2384443;48.8500772997295;2;;;type2,typee;Payant;;node/7294465745;2020/03/14
2.6710067;48.5529907998031;SDESM;Izivia;Ecocharge77;FR*S77*P77394A;Rubelles;;77394;2.6710067;48.5529907998031;2;;;type2,typee;Payant;;node/7299814997;2020/03/16
3.3247435;48.5668578997997;SDESM;Izivia;Ecocharge77;FR*S77*P77403A;Saint-Brice;;77403;3.3247435;48.5668578997997;2;;;type2,typee;Payant;;node/7297087766;2020/03/15
2.7088956;48.581722799796;SDESM;Izivia;Ecocharge77;FR*S77*P77410A;St-Germain-Laxis;;77410;2.7088956;48.581722799796;2;;;type2,typee;Payant;;node/7299814990;2020/03/16
2.8289542;48.5782312997968;SDESM;Izivia;Ecocharge77;FR*S77*P77426A;;;77426;2.8289542;48.5782312997969;2;;;type2,typee;Payant;;node/6699481545;2020/04/19
2.9154205;48.5589245998016;SDESM;Izivia;Ecocharge77;FR*S77*P77428A;St-Ouen-en-Brie;;77428;2.9154205;48.5589245998016;2;;;type2,typee;Payant;;node/7299814992;2020/03/16
3.048279;48.7583063997523;SDESM;Izivia;Ecocharge77;FR*S77*P77433A;Saints;;77433;3.048279;48.7583063997523;2;;;type2,typee;Payant;;node/7299924344;2020/03/16
2.8063994;49.0393085996826;SDESM;Izivia;Ecocharge77;FR*S77*P77437A;Saint-Soupplets;;77437;2.8063994;49.0393085996826;2;;;type2,typee;Payant;;node/7299924336;2020/03/16
3.0234258;48.4219783998354;SDESM;Izivia;Ecocharge77;FR*S77*P77439A;;;77439;3.0234258;48.4219783998354;2;;;type2,typee;Payant;;node/4881866674;2020/04/19
2.961653;48.8857332997206;SDESM;Izivia;Ecocharge77;FR*S77*P77443A;Sancy;;77443;2.961653;48.8857332997207;2;;;type2,typee;Payant;;node/7294482295;2020/03/14
2.5821205;48.5965861997923;SDESM;Izivia;Ecocharge77;FR*S77*P77445A;;;77445;2.5821205;48.5965861997923;2;;;type2,typee;Payant;24/7;node/4989693323;2020/04/19
2.5493706;48.5578283998019;SDESM;Izivia;Ecocharge77;FR*S77*P77447A;Seine-Port;;77447;2.5493706;48.5578283998019;2;;;type2,typee;Payant;;node/7299814989;2020/03/16
2.750641;48.5270396998095;SDESM;Izivia;Ecocharge77;FR*S77*P77453A;Sivry-Courtry;;77453;2.750641;48.5270396998095;2;;;type2,typee;Payant;;node/7299814995;2020/03/16
2.6990386;48.6529021997784;SDESM;Izivia;Ecocharge77;FR*S77*P77455A;Soignolles-en-Brie;;77455;2.6990386;48.6529021997784;2;;;type2,typee;Payant;;node/7299814985;2020/03/16
3.2899593;48.5098629998137;SDESM;Izivia;Ecocharge77;FR*S77*P77456A;Soisy-Bouy;;77456;3.2899593;48.5098629998138;2;;;type2,typee;Payant;;node/7297087769;2020/03/15
2.7172912;48.6577508997772;SDESM;Izivia;Ecocharge77;FR*S77*P77457A;Solers;;77457;2.7172912;48.6577508997772;2;;;type2,typee;Payant;;node/7299924350;2020/03/16
3.3540749;48.537203999807;SDESM;Izivia;Ecocharge77;FR*S77*P77459A;Sourdun;;77459;3.3540749;48.537203999807;2;;;type2,typee;Payant;;node/7297087765;2020/03/15
3.0117741;48.7355574997579;SDESM;Izivia;Ecocharge77;FR*S77*P77469A;Touquin;;77469;3.0117741;48.7355574997579;2;;;type2,typee;Payant;;node/7294465743;2020/03/14
2.6020923;48.3422378998549;SDESM;Izivia;Ecocharge77;FR*S77*P77477A;Ury;;77477;2.6020923;48.3422378998549;2;;;type2,typee;Payant;;node/7299815006;2020/03/16
2.8913681;48.4443287998299;SDESM;Izivia;Ecocharge77;FR*S77*P77480A;Valence-en-Brie;;77480;2.8913681;48.4443287998299;2;;;type2,typee;Payant;;node/7297087754;2020/03/15
3.0802463;48.6883850997696;SDESM;Izivia;Ecocharge77;FR*S77*P77486A;;;77486;3.0802463;48.6883850997696;2;;;type2,typee;Payant;;node/6705237089;2020/04/19
3.0927505;49.0463562996809;SDESM;Izivia;Ecocharge77;FR*S77*P77490A;Vendrest;;77490;3.0927505;49.0463562996809;2;;;type2,typee;Payant;;node/7294465763;2020/03/14
2.8354048;48.6446599997804;SDESM;Izivia;Ecocharge77;FR*S77*P77493A;Verneuil-l'Etang;;77493;2.8354048;48.6446599997804;2;;;type2,typee;Payant;;node/7299924352;2020/03/16
2.8482724;48.325380899859;SDESM;Izivia;Ecocharge77;FR*S77*P77501A;Villecerf;;77501;2.8482724;48.325380899859;2;;;type2,typee;Payant;;node/7297087756;2020/03/15
